timestamp,sensor,network_key,test_type_code,name,target,ssid,bssid,channel,frequency,rssi,dhcp_ip_address,dhcp_elapsed_time_seconds,dns_ip_address,dns_elapsed_time_seconds,latency,jitter,packet_loss,http_get_elapsed_time_seconds,download_speed,upload_speed
2020-05-01 23:36:35.804852+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,CAFs ( Farnborough ) ,10.20.8.10,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,11.4,0.952631578947,0.0,,,
2020-05-01 23:36:38.098295+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,CAFs ( Corsham ) ,10.20.0.10,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,14.6,0.763157894737,0.0,,,
2020-05-01 23:36:40.328139+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,MailMarshal (DC2),10.24.13.253,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,14.8,9.17368421053,0.0,,,
2020-05-01 23:36:42.553289+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,SAP Services,10.24.140.18,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,12.9,3.34736842105,0.0,,,
2020-05-01 23:36:44.757064+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Web Gateway  SDC1,10.41.63.134,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,10.6,0.815789473684,0.0,,,
2020-05-01 23:36:46.955883+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Web Gateway  SDC2,10.41.199.134,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,10.7,1.47368421053,0.0,,,
2020-05-01 23:36:49.162596+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Caseflow,10.21.219.86,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,32.0,6.57368421053,0.0,,,
2020-05-01 23:36:51.470506+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,NPS,10.21.219.146,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,30.9,4.81578947368,0.0,,,
2020-05-01 23:37:04.044448+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Microsoft Teams,teams.microsoft.com:443,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,14.9,0.947368421053,0.0,,,
2020-05-01 23:37:07.510459+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Microsoft Teams,teams.microsoft.com:80,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,14.7,0.489473684211,0.0,,,
2020-05-01 23:37:09.827127+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Service Now,ukrc.service-now.com:80,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,35.0,2.42631578947,0.0,,,
2020-05-01 23:37:12.214903+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,HTTP_GET,Service Now,http://ukrc.service-now.com:80,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,,,,0.456,,
2020-05-01 23:37:13.150205+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Service Now,ukrc.service-now.com:443,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-49,,,,,34.7,2.48947368421,0.0,,,
2020-05-01 23:37:15.457439+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,HTTP_GET,Service Now,https://ukrc.service-now.com:443,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,,,,0.4,,
2020-05-01 23:37:16.152253+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Trips,www.trips.uk.com:80,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-49,,,,,101.5,2.62631578947,0.0,,,
2020-05-01 23:37:18.582975+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,HTTP_GET,Trips,http://www.trips.uk.com:80,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,,,,0.356,,
2020-05-01 23:37:19.436982+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,Trips,www.trips.uk.com:443,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-48,,,,,101.2,1.13157894737,0.0,,,
2020-05-01 23:37:21.828752+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,HTTP_GET,Trips,https://www.trips.uk.com:443,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-49,,,,,,,,0.394,,
2020-05-01 23:37:33.360466+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,AP_ASSOC,,,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,,,,,,
2020-05-01 23:37:35.000671+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,DNS_RESOLVE,,10.25.10.132,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,10.25.10.132,0.009,,,,,,
2020-05-01 23:37:39.531737+00:00,e65b5e56-7e81-4942-aa61-646519d5ea55,ssid-fd2818c50794,PING,MailMarshal (DC1),10.25.13.253,sensor.wifi,b4:5d:50:e5:f0:73,124,5.62,-47,,,,,10.1,0.889473684211,0.0,,,
